label,img1,img2,pt
VIFusion/MSRS/PSFusion_MSRS_train/00177D.png,VIFusion/MSRS/vi/00177D.png,VIFusion/MSRS/ir/00177D.png,VIFusion/MSRS/latents/00177D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01549D.png,VIFusion/MSRS/vi/01549D.png,VIFusion/MSRS/ir/01549D.png,VIFusion/MSRS/latents/01549D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00037N.png,VIFusion/MSRS/vi/00037N.png,VIFusion/MSRS/ir/00037N.png,VIFusion/MSRS/latents/00037N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01115N.png,VIFusion/MSRS/vi/01115N.png,VIFusion/MSRS/ir/01115N.png,VIFusion/MSRS/latents/01115N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00636D.png,VIFusion/MSRS/vi/00636D.png,VIFusion/MSRS/ir/00636D.png,VIFusion/MSRS/latents/00636D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00399D.png,VIFusion/MSRS/vi/00399D.png,VIFusion/MSRS/ir/00399D.png,VIFusion/MSRS/latents/00399D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01412D.png,VIFusion/MSRS/vi/01412D.png,VIFusion/MSRS/ir/01412D.png,VIFusion/MSRS/latents/01412D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00781N.png,VIFusion/MSRS/vi/00781N.png,VIFusion/MSRS/ir/00781N.png,VIFusion/MSRS/latents/00781N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00560D.png,VIFusion/MSRS/vi/00560D.png,VIFusion/MSRS/ir/00560D.png,VIFusion/MSRS/latents/00560D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00330D.png,VIFusion/MSRS/vi/00330D.png,VIFusion/MSRS/ir/00330D.png,VIFusion/MSRS/latents/00330D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00741N.png,VIFusion/MSRS/vi/00741N.png,VIFusion/MSRS/ir/00741N.png,VIFusion/MSRS/latents/00741N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00281D.png,VIFusion/MSRS/vi/00281D.png,VIFusion/MSRS/ir/00281D.png,VIFusion/MSRS/latents/00281D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00549D.png,VIFusion/MSRS/vi/00549D.png,VIFusion/MSRS/ir/00549D.png,VIFusion/MSRS/latents/00549D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00562D.png,VIFusion/MSRS/vi/00562D.png,VIFusion/MSRS/ir/00562D.png,VIFusion/MSRS/latents/00562D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00793N.png,VIFusion/MSRS/vi/00793N.png,VIFusion/MSRS/ir/00793N.png,VIFusion/MSRS/latents/00793N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01014N.png,VIFusion/MSRS/vi/01014N.png,VIFusion/MSRS/ir/01014N.png,VIFusion/MSRS/latents/01014N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00338D.png,VIFusion/MSRS/vi/00338D.png,VIFusion/MSRS/ir/00338D.png,VIFusion/MSRS/latents/00338D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00747N.png,VIFusion/MSRS/vi/00747N.png,VIFusion/MSRS/ir/00747N.png,VIFusion/MSRS/latents/00747N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00753N.png,VIFusion/MSRS/vi/00753N.png,VIFusion/MSRS/ir/00753N.png,VIFusion/MSRS/latents/00753N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00623D.png,VIFusion/MSRS/vi/00623D.png,VIFusion/MSRS/ir/00623D.png,VIFusion/MSRS/latents/00623D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01165N.png,VIFusion/MSRS/vi/01165N.png,VIFusion/MSRS/ir/01165N.png,VIFusion/MSRS/latents/01165N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00058D.png,VIFusion/MSRS/vi/00058D.png,VIFusion/MSRS/ir/00058D.png,VIFusion/MSRS/latents/00058D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00724N.png,VIFusion/MSRS/vi/00724N.png,VIFusion/MSRS/ir/00724N.png,VIFusion/MSRS/latents/00724N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00318D.png,VIFusion/MSRS/vi/00318D.png,VIFusion/MSRS/ir/00318D.png,VIFusion/MSRS/latents/00318D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01151N.png,VIFusion/MSRS/vi/01151N.png,VIFusion/MSRS/ir/01151N.png,VIFusion/MSRS/latents/01151N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01450D.png,VIFusion/MSRS/vi/01450D.png,VIFusion/MSRS/ir/01450D.png,VIFusion/MSRS/latents/01450D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00675D.png,VIFusion/MSRS/vi/00675D.png,VIFusion/MSRS/ir/00675D.png,VIFusion/MSRS/latents/00675D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01212N.png,VIFusion/MSRS/vi/01212N.png,VIFusion/MSRS/ir/01212N.png,VIFusion/MSRS/latents/01212N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00535D.png,VIFusion/MSRS/vi/00535D.png,VIFusion/MSRS/ir/00535D.png,VIFusion/MSRS/latents/00535D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00851N.png,VIFusion/MSRS/vi/00851N.png,VIFusion/MSRS/ir/00851N.png,VIFusion/MSRS/latents/00851N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01517D.png,VIFusion/MSRS/vi/01517D.png,VIFusion/MSRS/ir/01517D.png,VIFusion/MSRS/latents/01517D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00723N.png,VIFusion/MSRS/vi/00723N.png,VIFusion/MSRS/ir/00723N.png,VIFusion/MSRS/latents/00723N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01367N.png,VIFusion/MSRS/vi/01367N.png,VIFusion/MSRS/ir/01367N.png,VIFusion/MSRS/latents/01367N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01512D.png,VIFusion/MSRS/vi/01512D.png,VIFusion/MSRS/ir/01512D.png,VIFusion/MSRS/latents/01512D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00784N.png,VIFusion/MSRS/vi/00784N.png,VIFusion/MSRS/ir/00784N.png,VIFusion/MSRS/latents/00784N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00565D.png,VIFusion/MSRS/vi/00565D.png,VIFusion/MSRS/ir/00565D.png,VIFusion/MSRS/latents/00565D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00627D.png,VIFusion/MSRS/vi/00627D.png,VIFusion/MSRS/ir/00627D.png,VIFusion/MSRS/latents/00627D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01058N.png,VIFusion/MSRS/vi/01058N.png,VIFusion/MSRS/ir/01058N.png,VIFusion/MSRS/latents/01058N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00879N.png,VIFusion/MSRS/vi/00879N.png,VIFusion/MSRS/ir/00879N.png,VIFusion/MSRS/latents/00879N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00938N.png,VIFusion/MSRS/vi/00938N.png,VIFusion/MSRS/ir/00938N.png,VIFusion/MSRS/latents/00938N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00895N.png,VIFusion/MSRS/vi/00895N.png,VIFusion/MSRS/ir/00895N.png,VIFusion/MSRS/latents/00895N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01448D.png,VIFusion/MSRS/vi/01448D.png,VIFusion/MSRS/ir/01448D.png,VIFusion/MSRS/latents/01448D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00509D.png,VIFusion/MSRS/vi/00509D.png,VIFusion/MSRS/ir/00509D.png,VIFusion/MSRS/latents/00509D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00104D.png,VIFusion/MSRS/vi/00104D.png,VIFusion/MSRS/ir/00104D.png,VIFusion/MSRS/latents/00104D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01083N.png,VIFusion/MSRS/vi/01083N.png,VIFusion/MSRS/ir/01083N.png,VIFusion/MSRS/latents/01083N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01091N.png,VIFusion/MSRS/vi/01091N.png,VIFusion/MSRS/ir/01091N.png,VIFusion/MSRS/latents/01091N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00170D.png,VIFusion/MSRS/vi/00170D.png,VIFusion/MSRS/ir/00170D.png,VIFusion/MSRS/latents/00170D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00023N.png,VIFusion/MSRS/vi/00023N.png,VIFusion/MSRS/ir/00023N.png,VIFusion/MSRS/latents/00023N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00184D.png,VIFusion/MSRS/vi/00184D.png,VIFusion/MSRS/ir/00184D.png,VIFusion/MSRS/latents/00184D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01056N.png,VIFusion/MSRS/vi/01056N.png,VIFusion/MSRS/ir/01056N.png,VIFusion/MSRS/latents/01056N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00406D.png,VIFusion/MSRS/vi/00406D.png,VIFusion/MSRS/ir/00406D.png,VIFusion/MSRS/latents/00406D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00344D.png,VIFusion/MSRS/vi/00344D.png,VIFusion/MSRS/ir/00344D.png,VIFusion/MSRS/latents/00344D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01491D.png,VIFusion/MSRS/vi/01491D.png,VIFusion/MSRS/ir/01491D.png,VIFusion/MSRS/latents/01491D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00687N.png,VIFusion/MSRS/vi/00687N.png,VIFusion/MSRS/ir/00687N.png,VIFusion/MSRS/latents/00687N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00226D.png,VIFusion/MSRS/vi/00226D.png,VIFusion/MSRS/ir/00226D.png,VIFusion/MSRS/latents/00226D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00965N.png,VIFusion/MSRS/vi/00965N.png,VIFusion/MSRS/ir/00965N.png,VIFusion/MSRS/latents/00965N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01084N.png,VIFusion/MSRS/vi/01084N.png,VIFusion/MSRS/ir/01084N.png,VIFusion/MSRS/latents/01084N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01160N.png,VIFusion/MSRS/vi/01160N.png,VIFusion/MSRS/ir/01160N.png,VIFusion/MSRS/latents/01160N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00145D.png,VIFusion/MSRS/vi/00145D.png,VIFusion/MSRS/ir/00145D.png,VIFusion/MSRS/latents/00145D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00153D.png,VIFusion/MSRS/vi/00153D.png,VIFusion/MSRS/ir/00153D.png,VIFusion/MSRS/latents/00153D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00801N.png,VIFusion/MSRS/vi/00801N.png,VIFusion/MSRS/ir/00801N.png,VIFusion/MSRS/latents/00801N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01446D.png,VIFusion/MSRS/vi/01446D.png,VIFusion/MSRS/ir/01446D.png,VIFusion/MSRS/latents/01446D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01272N.png,VIFusion/MSRS/vi/01272N.png,VIFusion/MSRS/ir/01272N.png,VIFusion/MSRS/latents/01272N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00776N.png,VIFusion/MSRS/vi/00776N.png,VIFusion/MSRS/ir/00776N.png,VIFusion/MSRS/latents/00776N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00779N.png,VIFusion/MSRS/vi/00779N.png,VIFusion/MSRS/ir/00779N.png,VIFusion/MSRS/latents/00779N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00877N.png,VIFusion/MSRS/vi/00877N.png,VIFusion/MSRS/ir/00877N.png,VIFusion/MSRS/latents/00877N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00995N.png,VIFusion/MSRS/vi/00995N.png,VIFusion/MSRS/ir/00995N.png,VIFusion/MSRS/latents/00995N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00175D.png,VIFusion/MSRS/vi/00175D.png,VIFusion/MSRS/ir/00175D.png,VIFusion/MSRS/latents/00175D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00489D.png,VIFusion/MSRS/vi/00489D.png,VIFusion/MSRS/ir/00489D.png,VIFusion/MSRS/latents/00489D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01261N.png,VIFusion/MSRS/vi/01261N.png,VIFusion/MSRS/ir/01261N.png,VIFusion/MSRS/latents/01261N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00799N.png,VIFusion/MSRS/vi/00799N.png,VIFusion/MSRS/ir/00799N.png,VIFusion/MSRS/latents/00799N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01425D.png,VIFusion/MSRS/vi/01425D.png,VIFusion/MSRS/ir/01425D.png,VIFusion/MSRS/latents/01425D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00739N.png,VIFusion/MSRS/vi/00739N.png,VIFusion/MSRS/ir/00739N.png,VIFusion/MSRS/latents/00739N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00413D.png,VIFusion/MSRS/vi/00413D.png,VIFusion/MSRS/ir/00413D.png,VIFusion/MSRS/latents/00413D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01503D.png,VIFusion/MSRS/vi/01503D.png,VIFusion/MSRS/ir/01503D.png,VIFusion/MSRS/latents/01503D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00354D.png,VIFusion/MSRS/vi/00354D.png,VIFusion/MSRS/ir/00354D.png,VIFusion/MSRS/latents/00354D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01143N.png,VIFusion/MSRS/vi/01143N.png,VIFusion/MSRS/ir/01143N.png,VIFusion/MSRS/latents/01143N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00317D.png,VIFusion/MSRS/vi/00317D.png,VIFusion/MSRS/ir/00317D.png,VIFusion/MSRS/latents/00317D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01465D.png,VIFusion/MSRS/vi/01465D.png,VIFusion/MSRS/ir/01465D.png,VIFusion/MSRS/latents/01465D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01468D.png,VIFusion/MSRS/vi/01468D.png,VIFusion/MSRS/ir/01468D.png,VIFusion/MSRS/latents/01468D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00942N.png,VIFusion/MSRS/vi/00942N.png,VIFusion/MSRS/ir/00942N.png,VIFusion/MSRS/latents/00942N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00497D.png,VIFusion/MSRS/vi/00497D.png,VIFusion/MSRS/ir/00497D.png,VIFusion/MSRS/latents/00497D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01081N.png,VIFusion/MSRS/vi/01081N.png,VIFusion/MSRS/ir/01081N.png,VIFusion/MSRS/latents/01081N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00705N.png,VIFusion/MSRS/vi/00705N.png,VIFusion/MSRS/ir/00705N.png,VIFusion/MSRS/latents/00705N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01521D.png,VIFusion/MSRS/vi/01521D.png,VIFusion/MSRS/ir/01521D.png,VIFusion/MSRS/latents/01521D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01597D.png,VIFusion/MSRS/vi/01597D.png,VIFusion/MSRS/ir/01597D.png,VIFusion/MSRS/latents/01597D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01276N.png,VIFusion/MSRS/vi/01276N.png,VIFusion/MSRS/ir/01276N.png,VIFusion/MSRS/latents/01276N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00639D.png,VIFusion/MSRS/vi/00639D.png,VIFusion/MSRS/ir/00639D.png,VIFusion/MSRS/latents/00639D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01350N.png,VIFusion/MSRS/vi/01350N.png,VIFusion/MSRS/ir/01350N.png,VIFusion/MSRS/latents/01350N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00346D.png,VIFusion/MSRS/vi/00346D.png,VIFusion/MSRS/ir/00346D.png,VIFusion/MSRS/latents/00346D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00873N.png,VIFusion/MSRS/vi/00873N.png,VIFusion/MSRS/ir/00873N.png,VIFusion/MSRS/latents/00873N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00829N.png,VIFusion/MSRS/vi/00829N.png,VIFusion/MSRS/ir/00829N.png,VIFusion/MSRS/latents/00829N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00438D.png,VIFusion/MSRS/vi/00438D.png,VIFusion/MSRS/ir/00438D.png,VIFusion/MSRS/latents/00438D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00261D.png,VIFusion/MSRS/vi/00261D.png,VIFusion/MSRS/ir/00261D.png,VIFusion/MSRS/latents/00261D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01108N.png,VIFusion/MSRS/vi/01108N.png,VIFusion/MSRS/ir/01108N.png,VIFusion/MSRS/latents/01108N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00309D.png,VIFusion/MSRS/vi/00309D.png,VIFusion/MSRS/ir/00309D.png,VIFusion/MSRS/latents/00309D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00977N.png,VIFusion/MSRS/vi/00977N.png,VIFusion/MSRS/ir/00977N.png,VIFusion/MSRS/latents/00977N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01563D.png,VIFusion/MSRS/vi/01563D.png,VIFusion/MSRS/ir/01563D.png,VIFusion/MSRS/latents/01563D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01594D.png,VIFusion/MSRS/vi/01594D.png,VIFusion/MSRS/ir/01594D.png,VIFusion/MSRS/latents/01594D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01235N.png,VIFusion/MSRS/vi/01235N.png,VIFusion/MSRS/ir/01235N.png,VIFusion/MSRS/latents/01235N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01062N.png,VIFusion/MSRS/vi/01062N.png,VIFusion/MSRS/ir/01062N.png,VIFusion/MSRS/latents/01062N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00761N.png,VIFusion/MSRS/vi/00761N.png,VIFusion/MSRS/ir/00761N.png,VIFusion/MSRS/latents/00761N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00807N.png,VIFusion/MSRS/vi/00807N.png,VIFusion/MSRS/ir/00807N.png,VIFusion/MSRS/latents/00807N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00382D.png,VIFusion/MSRS/vi/00382D.png,VIFusion/MSRS/ir/00382D.png,VIFusion/MSRS/latents/00382D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00789N.png,VIFusion/MSRS/vi/00789N.png,VIFusion/MSRS/ir/00789N.png,VIFusion/MSRS/latents/00789N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01172N.png,VIFusion/MSRS/vi/01172N.png,VIFusion/MSRS/ir/01172N.png,VIFusion/MSRS/latents/01172N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01217N.png,VIFusion/MSRS/vi/01217N.png,VIFusion/MSRS/ir/01217N.png,VIFusion/MSRS/latents/01217N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00265D.png,VIFusion/MSRS/vi/00265D.png,VIFusion/MSRS/ir/00265D.png,VIFusion/MSRS/latents/00265D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00190D.png,VIFusion/MSRS/vi/00190D.png,VIFusion/MSRS/ir/00190D.png,VIFusion/MSRS/latents/00190D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01374N.png,VIFusion/MSRS/vi/01374N.png,VIFusion/MSRS/ir/01374N.png,VIFusion/MSRS/latents/01374N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00336D.png,VIFusion/MSRS/vi/00336D.png,VIFusion/MSRS/ir/00336D.png,VIFusion/MSRS/latents/00336D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00993N.png,VIFusion/MSRS/vi/00993N.png,VIFusion/MSRS/ir/00993N.png,VIFusion/MSRS/latents/00993N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00117D.png,VIFusion/MSRS/vi/00117D.png,VIFusion/MSRS/ir/00117D.png,VIFusion/MSRS/latents/00117D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01471D.png,VIFusion/MSRS/vi/01471D.png,VIFusion/MSRS/ir/01471D.png,VIFusion/MSRS/latents/01471D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01592D.png,VIFusion/MSRS/vi/01592D.png,VIFusion/MSRS/ir/01592D.png,VIFusion/MSRS/latents/01592D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00514D.png,VIFusion/MSRS/vi/00514D.png,VIFusion/MSRS/ir/00514D.png,VIFusion/MSRS/latents/00514D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01534D.png,VIFusion/MSRS/vi/01534D.png,VIFusion/MSRS/ir/01534D.png,VIFusion/MSRS/latents/01534D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00861N.png,VIFusion/MSRS/vi/00861N.png,VIFusion/MSRS/ir/00861N.png,VIFusion/MSRS/latents/00861N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01075N.png,VIFusion/MSRS/vi/01075N.png,VIFusion/MSRS/ir/01075N.png,VIFusion/MSRS/latents/01075N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00105D.png,VIFusion/MSRS/vi/00105D.png,VIFusion/MSRS/ir/00105D.png,VIFusion/MSRS/latents/00105D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00019N.png,VIFusion/MSRS/vi/00019N.png,VIFusion/MSRS/ir/00019N.png,VIFusion/MSRS/latents/00019N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00205D.png,VIFusion/MSRS/vi/00205D.png,VIFusion/MSRS/ir/00205D.png,VIFusion/MSRS/latents/00205D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01387D.png,VIFusion/MSRS/vi/01387D.png,VIFusion/MSRS/ir/01387D.png,VIFusion/MSRS/latents/01387D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01299N.png,VIFusion/MSRS/vi/01299N.png,VIFusion/MSRS/ir/01299N.png,VIFusion/MSRS/latents/01299N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01317N.png,VIFusion/MSRS/vi/01317N.png,VIFusion/MSRS/ir/01317N.png,VIFusion/MSRS/latents/01317N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01370N.png,VIFusion/MSRS/vi/01370N.png,VIFusion/MSRS/ir/01370N.png,VIFusion/MSRS/latents/01370N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01509D.png,VIFusion/MSRS/vi/01509D.png,VIFusion/MSRS/ir/01509D.png,VIFusion/MSRS/latents/01509D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00527D.png,VIFusion/MSRS/vi/00527D.png,VIFusion/MSRS/ir/00527D.png,VIFusion/MSRS/latents/00527D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00428D.png,VIFusion/MSRS/vi/00428D.png,VIFusion/MSRS/ir/00428D.png,VIFusion/MSRS/latents/00428D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00181D.png,VIFusion/MSRS/vi/00181D.png,VIFusion/MSRS/ir/00181D.png,VIFusion/MSRS/latents/00181D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00164D.png,VIFusion/MSRS/vi/00164D.png,VIFusion/MSRS/ir/00164D.png,VIFusion/MSRS/latents/00164D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01248N.png,VIFusion/MSRS/vi/01248N.png,VIFusion/MSRS/ir/01248N.png,VIFusion/MSRS/latents/01248N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01533D.png,VIFusion/MSRS/vi/01533D.png,VIFusion/MSRS/ir/01533D.png,VIFusion/MSRS/latents/01533D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00520D.png,VIFusion/MSRS/vi/00520D.png,VIFusion/MSRS/ir/00520D.png,VIFusion/MSRS/latents/00520D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00389D.png,VIFusion/MSRS/vi/00389D.png,VIFusion/MSRS/ir/00389D.png,VIFusion/MSRS/latents/00389D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00490D.png,VIFusion/MSRS/vi/00490D.png,VIFusion/MSRS/ir/00490D.png,VIFusion/MSRS/latents/00490D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01080N.png,VIFusion/MSRS/vi/01080N.png,VIFusion/MSRS/ir/01080N.png,VIFusion/MSRS/latents/01080N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01179N.png,VIFusion/MSRS/vi/01179N.png,VIFusion/MSRS/ir/01179N.png,VIFusion/MSRS/latents/01179N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01209N.png,VIFusion/MSRS/vi/01209N.png,VIFusion/MSRS/ir/01209N.png,VIFusion/MSRS/latents/01209N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00973N.png,VIFusion/MSRS/vi/00973N.png,VIFusion/MSRS/ir/00973N.png,VIFusion/MSRS/latents/00973N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00296D.png,VIFusion/MSRS/vi/00296D.png,VIFusion/MSRS/ir/00296D.png,VIFusion/MSRS/latents/00296D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00887N.png,VIFusion/MSRS/vi/00887N.png,VIFusion/MSRS/ir/00887N.png,VIFusion/MSRS/latents/00887N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01124N.png,VIFusion/MSRS/vi/01124N.png,VIFusion/MSRS/ir/01124N.png,VIFusion/MSRS/latents/01124N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01467D.png,VIFusion/MSRS/vi/01467D.png,VIFusion/MSRS/ir/01467D.png,VIFusion/MSRS/latents/01467D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00366D.png,VIFusion/MSRS/vi/00366D.png,VIFusion/MSRS/ir/00366D.png,VIFusion/MSRS/latents/00366D.pt
VIFusion/MSRS/PSFusion_MSRS_train/01349N.png,VIFusion/MSRS/vi/01349N.png,VIFusion/MSRS/ir/01349N.png,VIFusion/MSRS/latents/01349N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01232N.png,VIFusion/MSRS/vi/01232N.png,VIFusion/MSRS/ir/01232N.png,VIFusion/MSRS/latents/01232N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01398D.png,VIFusion/MSRS/vi/01398D.png,VIFusion/MSRS/ir/01398D.png,VIFusion/MSRS/latents/01398D.pt
VIFusion/MSRS/PSFusion_MSRS_train/00970N.png,VIFusion/MSRS/vi/00970N.png,VIFusion/MSRS/ir/00970N.png,VIFusion/MSRS/latents/00970N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00857N.png,VIFusion/MSRS/vi/00857N.png,VIFusion/MSRS/ir/00857N.png,VIFusion/MSRS/latents/00857N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00053N.png,VIFusion/MSRS/vi/00053N.png,VIFusion/MSRS/ir/00053N.png,VIFusion/MSRS/latents/00053N.pt
VIFusion/MSRS/PSFusion_MSRS_train/01092N.png,VIFusion/MSRS/vi/01092N.png,VIFusion/MSRS/ir/01092N.png,VIFusion/MSRS/latents/01092N.pt
VIFusion/MSRS/PSFusion_MSRS_train/00588D.png,VIFusion/MSRS/vi/00588D.png,VIFusion/MSRS/ir/00588D.png,VIFusion/MSRS/latents/00588D.pt
